community_area,area_latitude,area_longitude,Venue,Venue_Latitude,Venue_Longitude,Venue_Category
Rogers Park,42.0100,87.6700,Morse Fresh Market,42.008086562847986,-87.66704093235545,Grocery Store
Rogers Park,42.0100,87.6700,The Common Cup,42.00779721534203,-87.6679009525727,Coffee Shop
Rogers Park,42.0100,87.6700,El Famous Burrito,42.01042128720865,-87.67420436237607,Mexican Restaurant
Rogers Park,42.0100,87.6700,Smack Dab,42.00929092917184,-87.66620111404463,Bakery
Rogers Park,42.0100,87.6700,Glenwood Sunday Market,42.00852528781693,-87.66625066859307,Farmers Market
Rogers Park,42.0100,87.6700,Rogers Park Social,42.0073603073387,-87.66626485580036,Bar
Rogers Park,42.0100,87.6700,Lifeline Theatre,42.007372355621,-87.66628355736664,Theater
Rogers Park,42.0100,87.6700,Taqueria & Restaurant Cd. Hidalgo,42.01163396270487,-87.6744841129449,Mexican Restaurant
Rogers Park,42.0100,87.6700,The Glenwood,42.00850235558669,-87.66627315503519,Bar
Rogers Park,42.0100,87.6700,Rogers Park Provisions,42.0075280787486,-87.66619255417628,Gift Shop
Rogers Park,42.0100,87.6700,Mayne Stage,42.00797479563167,-87.66513999294418,Concert Hall
Rogers Park,42.0100,87.6700,J.B. Alberto's Pizza,42.007940574322475,-87.66506611131022,Pizza Place
Rogers Park,42.0100,87.6700,Bark Place,42.01008029950695,-87.67522292839932,Pet Store
Rogers Park,42.0100,87.6700,Noon Hour Grill,42.00754556105003,-87.66621873343492,Diner
Rogers Park,42.0100,87.6700,Panaderia Ayutla,42.008404999999996,-87.673536,Bakery
Rogers Park,42.0100,87.6700,Fareast Kitchen,42.008542627523816,-87.66622569939332,Asian Restaurant
Rogers Park,42.0100,87.6700,Romanian Kosher Sausage Co.,42.0127647504826,-87.67469195207636,Deli / Bodega
Rogers Park,42.0100,87.6700,Nueva Italy Pizzeria,42.011629,-87.674205,Pizza Place
Rogers Park,42.0100,87.6700,Tamales Lo Mejor De Guerrero,42.009784142479454,-87.67418601954662,Mexican Restaurant
Rogers Park,42.0100,87.6700,A & T Pancake House and Grill,42.00996902112793,-87.67444163558196,American Restaurant
Rogers Park,42.0100,87.6700,Hira's Cafe,42.00793586916296,-87.66671834162916,Sushi Restaurant
Rogers Park,42.0100,87.6700,Morse Gyros & Chicken,42.007862618352576,-87.66517779019013,Greek Restaurant
Rogers Park,42.0100,87.6700,Subway,42.00913773161189,-87.67378568915106,Sandwich Place
Rogers Park,42.0100,87.6700,China Spring,42.009110740367554,-87.67396541050928,Chinese Restaurant
Rogers Park,42.0100,87.6700,China Hut,42.011516339244466,-87.67449930584108,Chinese Restaurant
Rogers Park,42.0100,87.6700,Sub Brothers,42.007885949071785,-87.66648867617852,American Restaurant
Rogers Park,42.0100,87.6700,Heartland Studio,42.009582938359124,-87.66622838845129,Theater
Rogers Park,42.0100,87.6700,Red Line Tap,42.00947765526058,-87.66623970786107,Dive Bar
Rogers Park,42.0100,87.6700,Dunkin',42.00778315926059,-87.66582811489538,Donut Shop
Rogers Park,42.0100,87.6700,Rogue Fusion,42.009878,-87.673874,Breakfast Spot
Rogers Park,42.0100,87.6700,Little Caesars Pizza,42.00911596761948,-87.67379503490245,Pizza Place
Rogers Park,42.0100,87.6700,Taqueria Los Portales,42.00795945592219,-87.66669062539088,Mexican Restaurant
Rogers Park,42.0100,87.6700,El Rey Del Taco,42.012568060090274,-87.67496691077419,Mexican Restaurant
Rogers Park,42.0100,87.6700,CTA - Morse,42.00808927606749,-87.66598515800713,Train Station
Rogers Park,42.0100,87.6700,Rogers Park / West Ridge Historical Society,42.007834099060474,-87.66782280319724,History Museum
Rogers Park,42.0100,87.6700,Neighborhood Market,42.00907872388556,-87.66627619985421,Convenience Store
Rogers Park,42.0100,87.6700,Pub 626,42.008004202999665,-87.66625902142195,American Restaurant
Rogers Park,42.0100,87.6700,Sonia Salon,42.00785559028157,-87.66679902479139,Spa
Rogers Park,42.0100,87.6700,Fung's Mandarin,42.0078861273343,-87.6655035731833,Asian Restaurant
Rogers Park,42.0100,87.6700,Omnipresent Dumpster,42.006151758744984,-87.66700754561815,Scenic Lookout
West Ridge,42.000,87.6900,World Fresh Market,41.9977989654229,-87.69142134817655,Fruit & Vegetable Store
West Ridge,42.000,87.6900,Warren Park,42.00241353341978,-87.68796889857809,Park
West Ridge,42.000,87.6900,Tahoora,41.99771925355822,-87.68948767343142,Indian Restaurant
West Ridge,42.000,87.6900,Clifton Grill,41.99812,-87.688719,Indian Restaurant
West Ridge,42.000,87.6900,Khan B.B.Q.,41.99767732225204,-87.6901532165875,Indian Restaurant
West Ridge,42.000,87.6900,Sabri Nihari,41.99771684070019,-87.69257002130401,Pakistani Restaurant
West Ridge,42.000,87.6900,Kabul House Express,41.99778159171753,-87.68742715787783,Afghan Restaurant
West Ridge,42.000,87.6900,Italian Express,41.99773503885772,-87.6878394633657,American Restaurant
West Ridge,42.000,87.6900,Usmania Fine Dining,41.99780027387237,-87.68692180367192,Indian Restaurant
West Ridge,42.000,87.6900,Tiffin Indian Kitchen,41.99775681812413,-87.69374205801385,Indian Restaurant
West Ridge,42.000,87.6900,Cary's Lounge,41.997728057910365,-87.68698780230523,Bar
West Ridge,42.000,87.6900,Spinzer Fast Food,41.997495,-87.688885,Pakistani Restaurant
West Ridge,42.000,87.6900,Hema's Kitchen,41.99768946149866,-87.69147872332468,Indian Restaurant
West Ridge,42.000,87.6900,Pak Sweets,41.99782016597843,-87.68858378710125,Indian Restaurant
West Ridge,42.000,87.6900,Udupi Palace,41.9976164281161,-87.6940636917366,Indian Restaurant
West Ridge,42.000,87.6900,Naan on Devon,41.997772188974544,-87.6866265915362,Indian Restaurant
West Ridge,42.000,87.6900,Bundoo Khan,41.997413,-87.693748,Pakistani Restaurant
West Ridge,42.000,87.6900,Hyderabad House,41.99764642544865,-87.68590783855073,Indian Restaurant
West Ridge,42.000,87.6900,The Family House,41.997508,-87.687651,Burmese Restaurant
West Ridge,42.000,87.6900,Serena Restaurant,41.997541999999996,-87.687961,Indian Restaurant
West Ridge,42.000,87.6900,Mysore Woodlands,41.997712703515234,-87.69431769229608,Indian Restaurant
West Ridge,42.000,87.6900,Arya Bhavan,41.99771241166432,-87.69277331827627,Indian Restaurant
West Ridge,42.000,87.6900,Sukhadia's,41.9976516592843,-87.69471705326654,Indian Restaurant
West Ridge,42.000,87.6900,Annapurna,41.99772313376775,-87.69512133825114,Indian Restaurant
West Ridge,42.000,87.6900,King Sweets,41.99776957697751,-87.68788048203253,Dessert Shop
West Ridge,42.000,87.6900,Nepal House,41.997454,-87.694974,Indian Restaurant
West Ridge,42.000,87.6900,KFC,42.00428467400814,-87.69038580183508,Fried Chicken Joint
West Ridge,42.000,87.6900,Punjabi Dhaba,41.997633880912055,-87.6935364597328,Indian Restaurant
West Ridge,42.000,87.6900,JK Kabob House,41.998023759239096,-87.69487628814342,Indian Restaurant
West Ridge,42.000,87.6900,Patel's Cafe,41.99772305109895,-87.69485663973329,Juice Bar
West Ridge,42.000,87.6900,Dunkin',41.9955946,-87.6901526,Donut Shop
West Ridge,42.000,87.6900,Gandhi Electronics,41.997974,-87.689245,Electronics Store
West Ridge,42.000,87.6900,CMSA Football at Warren Park,42.00096298818027,-87.68729209899902,Football Stadium
West Ridge,42.000,87.6900,Wendy’s,41.99679299434029,-87.69016394022401,Fast Food Restaurant
West Ridge,42.000,87.6900,Fish Bazar,42.00076849693485,-87.68631783871993,Market
West Ridge,42.000,87.6900,Pekin House,41.997541999999996,-87.687961,Chinese Restaurant
West Ridge,42.000,87.6900,Ajwaah Sweets,41.997434000000005,-87.691887,Indian Restaurant
West Ridge,42.000,87.6900,Farm City Meat,41.9977336183501,-87.68738312732607,Market
West Ridge,42.000,87.6900,Usmania Zabiha Chinese Restaurant,41.997595000000004,-87.687057,Chinese Restaurant
West Ridge,42.000,87.6900,Pita Xpress Grill,41.997667,-87.693835,Mediterranean Restaurant
West Ridge,42.000,87.6900,India Garden,41.9976916001938,-87.69428974288886,Indian Restaurant
West Ridge,42.000,87.6900,Taqueria El Pueblo,41.99812,-87.685553,Mexican Restaurant
West Ridge,42.000,87.6900,Taj Sari Palace,41.997439,-87.69433000000001,Boutique
Uptown,41.9700,87.6600,Green Mill Cocktail Lounge,41.96909292878826,-87.659865028545,Jazz Club
Uptown,41.9700,87.6600,First Ascent Uptown,41.9678891287457,-87.65919138605011,Climbing Gym
Uptown,41.9700,87.6600,Demera Ethiopian Restaurant,41.969089239441765,-87.65955587435013,Ethiopian Restaurant
Uptown,41.9700,87.6600,Uptown Arcade,41.969914464859166,-87.65976977913776,Arcade
Uptown,41.9700,87.6600,Aragon Ballroom,41.969384971806306,-87.65806812729136,Music Venue
Uptown,41.9700,87.6600,Golden House Restaurant & Pancake House,41.968793009756894,-87.65953859870518,Diner
Uptown,41.9700,87.6600,Agami Contemporary Sushi,41.96751931678962,-87.65883111479452,Sushi Restaurant
Uptown,41.9700,87.6600,Ba Le,41.97324299279736,-87.65975168952126,Vietnamese Restaurant
Uptown,41.9700,87.6600,Pho Viet,41.972800991639694,-87.65953785260012,Vietnamese Restaurant
Uptown,41.9700,87.6600,Furama,41.97246603548156,-87.65996622483769,Chinese Restaurant
Uptown,41.9700,87.6600,Kung Fu Tea,41.97229996307419,-87.65939548266715,Bubble Tea Shop
Uptown,41.9700,87.6600,Chiu Quon Bakery,41.97325626109664,-87.65890555712832,Bakery
Uptown,41.9700,87.6600,Thai Pastry,41.9723257082141,-87.65962044765148,Thai Restaurant
Uptown,41.9700,87.6600,Nhú Lan Bakery & Sandwiches,41.969590999999994,-87.65531999999999,Vietnamese Restaurant
Uptown,41.9700,87.6600,Immm Rice & Beyond,41.97311931132765,-87.65965955806244,Thai Restaurant
Uptown,41.9700,87.6600,Tank Noodle,41.97322507002876,-87.65959301562168,Vietnamese Restaurant
Uptown,41.9700,87.6600,Hai Yen,41.9731313,-87.65724469999999,Vietnamese Restaurant
Uptown,41.9700,87.6600,First Sip,41.97326956591953,-87.6572447665666,Coffee Shop
Uptown,41.9700,87.6600,Sun Wah BBQ,41.97391553778515,-87.6597715327258,Chinese Restaurant
Uptown,41.9700,87.6600,Lao Sze Chuan - Uptown Broadway,41.96991524219617,-87.65983546845497,Chinese Restaurant
Uptown,41.9700,87.6600,Dib Sushi Bar & Thai Cuisine,41.9690418566467,-87.65597331986933,Sushi Restaurant
Uptown,41.9700,87.6600,Asia On Argyle,41.973346757782984,-87.65919070682462,Plaza
Uptown,41.9700,87.6600,Le's Pho,41.97237265659499,-87.65959606110805,Vietnamese Restaurant
Uptown,41.9700,87.6600,Larry's,41.96920417112116,-87.6558095414332,Lounge
Uptown,41.9700,87.6600,Hon Kee Restaurant,41.97334003540568,-87.65743401586293,Chinese Restaurant
Uptown,41.9700,87.6600,Miss Saigon,41.97324999063048,-87.65895619211943,Vietnamese Restaurant
Uptown,41.9700,87.6600,Nha Hang Viet Nam,41.973316619664566,-87.65628197691312,Vietnamese Restaurant
Uptown,41.9700,87.6600,Chase Bank,41.968858,-87.657997,Bank
Uptown,41.9700,87.6600,T-Mobile,41.967619283994864,-87.65923994917102,Mobile Phone Shop
Uptown,41.9700,87.6600,Uptown Pizza & BBQ,41.966334379036816,-87.65684260551937,Fast Food Restaurant
Uptown,41.9700,87.6600,Provisions,41.969257,-87.659548,Liquor Store
Uptown,41.9700,87.6600,Dong Ky Restaurant,41.970952228129924,-87.65932172299559,Asian Restaurant
Uptown,41.9700,87.6600,Carmela's Taqueria,41.96906388553715,-87.66011275413459,Mexican Restaurant
Uptown,41.9700,87.6600,Tai Nam,41.97241096781565,-87.65891820386362,Grocery Store
Uptown,41.9700,87.6600,Riviera Theatre,41.96888252824764,-87.66023645425838,Music Venue
Uptown,41.9700,87.6600,KFC,41.9694215,-87.6553741,Fried Chicken Joint
Uptown,41.9700,87.6600,Gigio's Pizzeria,41.96654512082253,-87.65809707497594,Pizza Place
Uptown,41.9700,87.6600,Papa Ray's Pizza & Wings,41.96897010650198,-87.65488539012509,Pizza Place
Uptown,41.9700,87.6600,Viet Hoa,41.97322284426943,-87.6568262516756,Grocery Store
Uptown,41.9700,87.6600,Spoil Me Hair Salon and Spa,41.967083305966945,-87.65878226931153,Salon / Barbershop
Uptown,41.9700,87.6600,Heritage Outpost,41.96913275297431,-87.65588390627224,Coffee Shop
Uptown,41.9700,87.6600,Essanay Studios,41.97264618502432,-87.66362796530453,Historic Site
Uptown,41.9700,87.6600,Siam Cafe,41.967649569922656,-87.65489552014502,Thai Restaurant
Uptown,41.9700,87.6600,La Patisserie P,41.9733161,-87.65665229999999,Bakery
Uptown,41.9700,87.6600,Pho 888,41.9730984,-87.6592802,Vietnamese Restaurant
Uptown,41.9700,87.6600,Pho Loan,41.97334883296155,-87.65844962497836,Vietnamese Restaurant
Uptown,41.9700,87.6600,Pho 777,41.97330719260837,-87.6575787413902,Vietnamese Restaurant
Uptown,41.9700,87.6600,Hing Wang Restaurant,41.965661,-87.658502,Chinese Restaurant
Uptown,41.9700,87.6600,Iyanze,41.96606168601046,-87.65774454034134,African Restaurant
Uptown,41.9700,87.6600,Sol's,41.967816,-87.654745,Korean Restaurant
Lincoln Square,41.9700,87.6900,Fleet Feet,41.96820201455638,-87.68837400276095,Sporting Goods Shop
Lincoln Square,41.9700,87.6900,Gene’s Sausage Shop,41.967863043774564,-87.68821617849746,Butcher
Lincoln Square,41.9700,87.6900,Savory Spice Shop,41.96814790952805,-87.6882148991777,Gourmet Shop
Lincoln Square,41.9700,87.6900,Elizabeth Restaurant,41.96957494884974,-87.68879001061603,New American Restaurant
Lincoln Square,41.9700,87.6900,Skyline Lounge,41.967960357666016,-87.68907928466797,Bar
Lincoln Square,41.9700,87.6900,The Chopping Block,41.96790018221492,-87.68790663729933,Gourmet Shop
Lincoln Square,41.9700,87.6900,Garcia's Restaurant,41.96812786016597,-87.68840541464954,Mexican Restaurant
Lincoln Square,41.9700,87.6900,Sushi Tokoro,41.96837649967009,-87.68896404178683,Sushi Restaurant
Lincoln Square,41.9700,87.6900,Lincoln Square (Giddings Plaza),41.967558617981,-87.68773047606251,Pedestrian Plaza
Lincoln Square,41.9700,87.6900,The Book Cellar,41.96765631177825,-87.68786812035442,Bookstore
Lincoln Square,41.9700,87.6900,Cafe Selmarie,41.96755623030684,-87.68767015152319,Café
Lincoln Square,41.9700,87.6900,Gene's Rooftop,41.96780277603962,-87.68829154828698,Beer Garden
Lincoln Square,41.9700,87.6900,Cardinal Wine & Spirits,41.97095529460096,-87.68992436124437,Dive Bar
Lincoln Square,41.9700,87.6900,Nhu Lan Bakery,41.968598017017136,-87.69447070902672,Sandwich Place
Lincoln Square,41.9700,87.6900,"ENJOY, AN URBAN GENERAL STORE",41.967340198239384,-87.68764317105155,Gift Shop
Lincoln Square,41.9700,87.6900,Merz Apothecary,41.966925,-87.6876,Pharmacy
Lincoln Square,41.9700,87.6900,DANK Haus German American Cultural Center,41.968237868564636,-87.68898092519984,Museum
Lincoln Square,41.9700,87.6900,Jerry's,41.96766126558423,-87.68776169720626,American Restaurant
Lincoln Square,41.9700,87.6900,Lincoln Square Fountain,41.967584912946656,-87.68773981914669,Plaza
Lincoln Square,41.9700,87.6900,Paprika,41.968541871172036,-87.69332898253602,Indian Restaurant
Lincoln Square,41.9700,87.6900,HarvesTime Foods,41.96883,-87.69525,Grocery Store
Lincoln Square,41.9700,87.6900,Lincoln Square Athletic Club,41.966429,-87.687445,Gym
Lincoln Square,41.9700,87.6900,Firecakes Donut Truck,41.9667374487421,-87.69145373783267,Food Truck
Lincoln Square,41.9700,87.6900,Huettenbar,41.967280956378815,-87.68763000949292,Pub
Lincoln Square,41.9700,87.6900,Chicago Printmakers Collaborative,41.970855,-87.689394,Art Gallery
Lincoln Square,41.9700,87.6900,Tropical Smoothie Cafe,41.970523834228516,-87.68997192382812,Juice Bar
Lincoln Square,41.9700,87.6900,I Monelli Trattoria Pizzeria,41.972970766182044,-87.68894677285029,Italian Restaurant
Lincoln Square,41.9700,87.6900,Monti's,41.968243063886064,-87.6949782170677,Sandwich Place
Lincoln Square,41.9700,87.6900,The Red Lion,41.968213150776336,-87.69370568513386,Pub
Lincoln Square,41.9700,87.6900,Bloom Yoga Studio,41.966510458840055,-87.69376062057496,Yoga Studio
Lincoln Square,41.9700,87.6900,Jibek Jolu,41.97310738566933,-87.6914670054359,Russian Restaurant
Lincoln Square,41.9700,87.6900,Rainbow Thai Cuisine,41.96947232077735,-87.6888296694099,Thai Restaurant
Lincoln Square,41.9700,87.6900,Himmel's,41.968559923442356,-87.68615472303509,Italian Restaurant
Lincoln Square,41.9700,87.6900,Groundswell Coffee Roasters,41.97217640912068,-87.69091020962772,Coffee Shop
Lincoln Square,41.9700,87.6900,The Atlantic Bar & Grill,41.973289959033394,-87.6916522429688,Bar
Lincoln Square,41.9700,87.6900,China Hut,41.96862694100089,-87.68715413580605,Chinese Restaurant
Lincoln Square,41.9700,87.6900,Conviction Fitness,41.96690053960453,-87.69189420203955,Gym
Lincoln Square,41.9700,87.6900,Oromo Cafe,41.966883423068275,-87.6872518658638,Café
Lincoln Square,41.9700,87.6900,Roots Handmade Pizza,41.96892542584653,-87.68414017857458,Pizza Place
Lincoln Square,41.9700,87.6900,LA Tan,41.96850468485539,-87.6932242954294,Tanning Salon
Lincoln Square,41.9700,87.6900,The Sixth,41.968758397576146,-87.684418730844,Cocktail Bar
Lincoln Square,41.9700,87.6900,Orangetheory Fitness,41.967410704744694,-87.68778321924046,Gym / Fitness Center
Lincoln Square,41.9700,87.6900,Potbelly Sandwich Shop,41.96699792477522,-87.68723879751059,Sandwich Place
Lincoln Square,41.9700,87.6900,Beans & Bagels,41.96664755699405,-87.6938529010259,Coffee Shop
Lincoln Square,41.9700,87.6900,Women's Workout World,41.96878589159812,-87.69302116604592,Gym / Fitness Center
Lincoln Square,41.9700,87.6900,Degerberg Academy of Martial Arts,41.967124045993586,-87.68749509267234,Martial Arts School
Lincoln Square,41.9700,87.6900,Barba Yianni Grecian Taverna,41.96824178126349,-87.68827295335116,Greek Restaurant
Lincoln Square,41.9700,87.6900,Pickle's Playroom,41.96857884111795,-87.68723352511982,Café
Lincoln Square,41.9700,87.6900,Yogurt Square,41.96668264588806,-87.68710130363462,Frozen Yogurt Shop
Lincoln Square,41.9700,87.6900,Rosded Thai Cuisine,41.966728225676015,-87.68769820718353,Thai Restaurant
North Center,41.950,87.6800,Trader Joe's,41.9499383656909,-87.67550031216943,Grocery Store
North Center,41.950,87.6800,Dance Center Chicago,41.95227647437918,-87.67768541675808,Dance Studio
North Center,41.950,87.6800,G and L Fire Escape,41.950342332100604,-87.68345970921669,Pub
North Center,41.950,87.6800,Isle Of Man,41.95193327352902,-87.67718334030708,Boutique
North Center,41.950,87.6800,Wasabi Cafe Sushi & Sake,41.952650495205425,-87.67779411750332,Sushi Restaurant
North Center,41.950,87.6800,West Lakeview Liquors,41.94691490545503,-87.68330769082901,Liquor Store
North Center,41.950,87.6800,knit1,41.951129787008334,-87.67661578863813,Arts & Crafts Store
North Center,41.950,87.6800,Martyrs',41.951971394155905,-87.67708336856913,Music Venue
North Center,41.950,87.6800,Laschet's Inn,41.95409132819427,-87.68197835632027,German Restaurant
North Center,41.950,87.6800,Orange Garden Restaurant,41.95420893854378,-87.67816921054931,Chinese Restaurant
North Center,41.950,87.6800,Coffee Joint,41.9540734369805,-87.68111361596638,Coffee Shop
North Center,41.950,87.6800,O'Donovan's,41.95432814154791,-87.68129192691107,Bar
North Center,41.950,87.6800,Spring Yoga & Fitness,41.953446621930276,-87.67830454011452,Yoga Studio
North Center,41.950,87.6800,Bartoli's Pizzeria,41.94681674948159,-87.6783987712708,Pizza Place
North Center,41.950,87.6800,Resi's Bierstube,41.954191930328534,-87.68028186268084,Beer Garden
North Center,41.950,87.6800,Lu Lu's at the Belle Kay,41.952016,-87.677613,Boutique
North Center,41.950,87.6800,Blue Sky Bakery & Cafe,41.94931875019261,-87.67543034646368,Bakery
North Center,41.950,87.6800,Mangi's,41.95053562970207,-87.67619607286528,Diner
North Center,41.950,87.6800,Roscoe Village Pub,41.94675131868631,-87.6834236624358,Pub
North Center,41.950,87.6800,Revolver,41.95052566368097,-87.67849758585596,American Restaurant
North Center,41.950,87.6800,Melao,41.953491588239814,-87.67831251000595,Latin American Restaurant
North Center,41.950,87.6800,Mrs Murphy and Sons Irish Bistro,41.95252277807111,-87.67761308331784,Irish Pub
North Center,41.950,87.6800,AT&T,41.95432549701674,-87.67908475829245,Mobile Phone Shop
North Center,41.950,87.6800,Chase Bank,41.952188,-87.677706,Bank
North Center,41.950,87.6800,T-Mobile,41.954333901427205,-87.67858008979596,Mobile Phone Shop
North Center,41.950,87.6800,Pet Supplies Plus N. Lincoln,41.950082942886354,-87.67556805615285,Pet Store
North Center,41.950,87.6800,Eyecare Of Wrigleyville,41.947138,-87.678729,Miscellaneous Shop
Lakeview,41.94350,87.65417,Sheffield's Beer & Wine Garden,41.941667994412754,-87.65422753765776,Bar
Lakeview,41.94350,87.65417,Mia Francesca,41.94209475744125,-87.65239219169881,Italian Restaurant
Lakeview,41.94350,87.65417,Cozy Noodles & Rice,41.94526903560607,-87.65431632484676,Thai Restaurant
Lakeview,41.94350,87.65417,Pick Me Up Café,41.943870844721374,-87.65395740836274,Diner
Lakeview,41.94350,87.65417,Dimo's Pizza,41.945112739338335,-87.65473043361297,Pizza Place
Lakeview,41.94350,87.65417,VIP Feet Feel Spa & Massage,41.94295846402847,-87.65309145474677,Spa
Lakeview,41.94350,87.65417,Jennivee's Bakery,41.94181914533175,-87.65418329513997,Bakery
Lakeview,41.94350,87.65417,ZamZam,41.945084297939154,-87.6547567646194,Middle Eastern Restaurant
Lakeview,41.94350,87.65417,Happy Camper,41.944862,-87.65509,Bar
Lakeview,41.94350,87.65417,Nisei Lounge,41.94470952522785,-87.65432175084358,Dive Bar
Lakeview,41.94350,87.65417,Lucky's Sandwich Co.,41.945344542628376,-87.65510197917357,Sandwich Place
Lakeview,41.94350,87.65417,Al's #1 Italian Beef,41.94403469646459,-87.6540981750418,Sandwich Place
Lakeview,41.94350,87.65417,Chicago Comics,41.941033414671686,-87.65173266006956,Comic Shop
Lakeview,41.94350,87.65417,The Roost Carolina Kitchen,41.945392,-87.655169,Fried Chicken Joint
Lakeview,41.94350,87.65417,Wrigley Hostel,41.9458501415905,-87.65441849678797,Hostel
Lakeview,41.94350,87.65417,Two Hearted Queen,41.94352126119235,-87.6591627621803,Café
Lakeview,41.94350,87.65417,Cheesie's Pub and Grub,41.939991363496205,-87.65377707238731,Sandwich Place
Lakeview,41.94350,87.65417,Chicago Diner,41.94380715192381,-87.64929330584161,Vegetarian / Vegan Restaurant
Lakeview,41.94350,87.65417,BIG & little's Restaurant,41.9399955407058,-87.65532611799438,Taco Place
Lakeview,41.94350,87.65417,Shake Shack,41.94658011938799,-87.65590574189893,Burger Joint
Lakeview,41.94350,87.65417,Figo Wine Bar,41.940223,-87.654213,Wine Bar
Lakeview,41.94350,87.65417,Wood,41.9427740506565,-87.64929405097924,New American Restaurant
Lakeview,41.94350,87.65417,Sidetrack,41.94324059532105,-87.64912723378356,Gay Bar
Lakeview,41.94350,87.65417,hutch,41.941925,-87.652046,New American Restaurant
Lakeview,41.94350,87.65417,Chicago Bagel Authority,41.93985939665621,-87.65381648728662,Bagel Shop
Lakeview,41.94350,87.65417,Potbelly Sandwich Shop,41.94009646495011,-87.65260108737073,Sandwich Place
Lakeview,41.94350,87.65417,Native Foods,41.93981694579905,-87.6550662864349,Vegetarian / Vegan Restaurant
Lakeview,41.94350,87.65417,Do-Rite Donuts & Chicken,41.947235986612725,-87.65497950834744,Donut Shop
Lakeview,41.94350,87.65417,Blue Havana,41.93996709478606,-87.65150813457747,Smoke Shop
Lakeview,41.94350,87.65417,The Exchange,41.939895917466636,-87.6530457656207,Video Game Store
Lakeview,41.94350,87.65417,Yoshi's Cafe,41.94169355603553,-87.6492418251221,Japanese Restaurant
Lakeview,41.94350,87.65417,Ann Sather,41.93993605949624,-87.65196752509047,Scandinavian Restaurant
Lakeview,41.94350,87.65417,bopNgrill,41.939947810679115,-87.65251791070263,Korean Restaurant
Lakeview,41.94350,87.65417,Number One Gym,41.940888449633746,-87.65417789514828,Gym
Lakeview,41.94350,87.65417,Rollapalooza,41.94315444384522,-87.64942049838366,Sushi Restaurant
Lakeview,41.94350,87.65417,CSz Theater Chicago,41.93968764928636,-87.65272915355708,Comedy Club
Lakeview,41.94350,87.65417,Osmium Coffee Bar,41.93984372107839,-87.65732761587307,Coffee Shop
Lakeview,41.94350,87.65417,Giordano's,41.9400946,-87.6556948,Pizza Place
Lakeview,41.94350,87.65417,Paired Wine Co,41.94269634628259,-87.64926962914592,Wine Shop
Lakeview,41.94350,87.65417,Replay Beer & Bourbon,41.944792646998664,-87.64921814203262,Gay Bar
Lakeview,41.94350,87.65417,Bites Asian Tapas,41.942159564670156,-87.65242686622301,Tapas Restaurant
Lakeview,41.94350,87.65417,Ukai Japanese Restaurant,41.93984151865222,-87.65642601193103,Japanese Restaurant
Lakeview,41.94350,87.65417,Annoyance Theatre & Bar,41.939883159250165,-87.6512719179122,Theater
Lakeview,41.94350,87.65417,Bittersweet Pastry Shop & Cafe,41.939869184452945,-87.65736291683069,Bakery
Lakeview,41.94350,87.65417,Wrigley Rooftops 3617,41.9477387,-87.6539853,General Entertainment
Lakeview,41.94350,87.65417,Elevate Coffee,41.943306,-87.64953,Coffee Shop
Lakeview,41.94350,87.65417,The Vic Theatre,41.93954700830196,-87.65392941099667,Music Venue
Lakeview,41.94350,87.65417,Chen's Chinese & Sushi,41.945817364397364,-87.65561551214515,Asian Restaurant
Lakeview,41.94350,87.65417,Taco & Burrito Palace,41.945653375490714,-87.64946392850848,Mexican Restaurant
Lakeview,41.94350,87.65417,Fitness Formula Club (FFC),41.941090599829515,-87.64931277427242,Gym
Lincoln Park,41.9200,87.650,Café Ba-Ba-Reeba!,41.91892116715098,-87.64871793665422,Tapas Restaurant
Lincoln Park,41.9200,87.650,Jeni's Splendid Ice Creams,41.91818563405966,-87.65115828007421,Ice Cream Shop
Lincoln Park,41.9200,87.650,La Colombe Coffee Roasters,41.918209637876636,-87.65094760150222,Coffee Shop
Lincoln Park,41.9200,87.650,interurban cafe & pastry,41.918480885562666,-87.64918628150845,Bakery
Lincoln Park,41.9200,87.650,The Social Table,41.91817898650518,-87.64925496178,Food & Drink Shop
Lincoln Park,41.9200,87.650,Benefit,41.918343462766714,-87.65063300728798,Cosmetics Shop
Lincoln Park,41.9200,87.650,Bonobos,41.91797,-87.6502162,Men's Store
Lincoln Park,41.9200,87.650,Athenian Room,41.92176113292182,-87.64909830581507,Greek Restaurant
Lincoln Park,41.9200,87.650,Paper Source,41.918135149741765,-87.65184388630627,Paper / Office Supplies Store
Lincoln Park,41.9200,87.650,Chez Moi,41.92010196337485,-87.6486748096262,French Restaurant
Lincoln Park,41.9200,87.650,Read It & Eat,41.921279999999996,-87.648912,Bookstore
Lincoln Park,41.9200,87.650,Kameya,41.92180407468631,-87.64891404424412,Japanese Restaurant
Lincoln Park,41.9200,87.650,Pasta Palazzo,41.91790933133945,-87.64857109396438,Italian Restaurant
Lincoln Park,41.9200,87.650,Annette's Homemade Italian Ice,41.91827366902575,-87.65233180150487,Dessert Shop
Lincoln Park,41.9200,87.650,Stella Barra Pizzeria,41.91771862645703,-87.64855359662702,Pizza Place
Lincoln Park,41.9200,87.650,Old Town School of Folk Music,41.91809125741104,-87.65144855897087,Performing Arts Venue
Lincoln Park,41.9200,87.650,Homeslice,41.92186674689149,-87.65245275644041,Pizza Place
