community_area,area_latitude,area_longitude,Venue,Venue_Latitude,Venue_Longitude,Venue_Category
Edgewater,41.9900,87.6600,Mango Pickle,41.98821092078807,-87.6603040058383,Indian Restaurant
Edgewater,41.9900,87.6600,Subway,41.99438820986957,-87.65988056104504,Sandwich Place
Edgewater,41.9900,87.6600,Grand China Express,41.989713889309954,-87.65939967820722,Chinese Restaurant
Edgewater,41.9900,87.6600,Lé Pita,41.99344385965901,-87.66017939034853,Mediterranean Restaurant
Edgewater,41.9900,87.6600,Castle Food and Liquor,41.99006805660294,-87.65939385736976,Liquor Store
Edgewater,41.9900,87.6600,CVS pharmacy,41.99398652666852,-87.6606265266164,Pharmacy
Edgewater,41.9900,87.6600,Dunkin',41.9944152,-87.6591755,Donut Shop
Edgewater,41.9900,87.6600,T's Paisan's Pizza & Grill,41.990095305573334,-87.65844069258631,Pizza Place
Edgewater,41.9900,87.6600,Family Dollar,41.98636276478363,-87.65957651416801,Discount Store
Edgewater,41.9900,87.6600,Park No. 517,41.99175610323454,-87.65560991823195,Park
Edgewater,41.9900,87.6600,thorndale beach,41.98920859064784,-87.65500375941707,Beach
Edgewater,41.9900,87.6600,Malibu East Convenience Store @ Csptain's Walk,41.99149207661461,-87.6552593440113,Convenience Store
Edgewater,41.9900,87.6600,Zipcar 6151 N Winthrop,41.9937858581543,-87.65789031982422,Rental Car Location
